system,band,width_mm,drop_mm,price
89mm,C,1700,2500,318.0
89mm,C,1900,2500,347.0
89mm,C,2100,2500,377.0
89mm,C,2300,2500,406.0
89mm,C,2500,2500,438.0
89mm,C,2700,2500,469.0
89mm,C,2900,2500,501.0
89mm,C,3100,2500,519.0
89mm,C,3300,2500,531.0
89mm,C,3500,2500,546.0
89mm,C,3750,2500,564.0
89mm,C,1000,2700,216.0
89mm,C,1300,2700,258.0
89mm,C,1500,2700,294.0
89mm,C,1700,2700,325.0
89mm,C,1900,2700,356.0
89mm,C,2100,2700,387.0
89mm,C,2300,2700,419.0
89mm,C,2500,2700,447.0
89mm,C,2700,2700,480.0
89mm,C,2900,2700,509.0
89mm,C,3100,2700,536.0
89mm,C,3300,2700,546.0
89mm,C,3500,2700,558.0
89mm,C,3750,2700,578.0
89mm,C,1000,2900,224.0
89mm,C,1300,2900,263.0
89mm,C,1500,2900,300.0
89mm,C,1700,2900,330.0
89mm,C,1900,2900,363.0
89mm,C,2100,2900,397.0
89mm,C,2300,2900,425.0
89mm,C,2500,2900,462.0
89mm,C,2700,2900,493.0
89mm,C,2900,2900,524.0
89mm,C,3100,2900,549.0
89mm,C,3300,2900,558.0
89mm,C,3500,2900,572.0
89mm,C,3750,2900,591.0
89mm,C,1000,3100,229.0
89mm,C,1300,3100,268.0
89mm,C,1500,3100,307.0
89mm,C,1700,3100,342.0
89mm,C,1900,3100,368.0
89mm,C,2100,3100,406.0
89mm,C,2300,3100,438.0
89mm,C,2500,3100,473.0
89mm,C,2700,3100,504.0
89mm,C,2900,3100,536.0
89mm,C,3100,3100,561.0
89mm,C,3300,3100,570.0
89mm,C,3500,3100,587.0
89mm,C,3750,3100,607.0
89mm,C,1000,3300,235.0
89mm,C,1300,3300,274.0
89mm,C,1500,3300,313.0
89mm,C,1700,3300,347.0
89mm,C,1900,3300,382.0
89mm,C,2100,3300,414.0
89mm,C,2300,3300,447.0
89mm,C,2500,3300,478.0
89mm,C,2700,3300,512.0
89mm,C,2900,3300,548.0
89mm,C,3100,3300,574.0
89mm,C,3300,3300,583.0
89mm,C,3500,3300,600.0
89mm,C,3750,3300,617.0
89mm,C,1000,3500,237.0
89mm,C,1300,3500,280.0
89mm,C,1500,3500,321.0
89mm,C,1700,3500,353.0
