system,band,width_mm,drop_mm,price
Standard,B,914,3500,109.6
Standard,B,1067,3500,111.27
Standard,B,1219,3500,112.93
Standard,B,1372,3500,114.57
Standard,B,1524,3500,116.25
Standard,B,1676,3500,119.57
Standard,B,1829,3500,122.86
Standard,B,1981,3500,166.05
Standard,B,2134,3500,174.36
Standard,B,2438,3500,185.99
Standard,B,2913,3500,202.57
Standard,B,3048,3500,215.86
Standard,B,3300,3500,234.17
Standard,B,3500,3500,250.74
Standard,C,610,610,43.17
Standard,C,762,610,44.84
Standard,C,914,610,46.5
Standard,C,1067,610,48.17
Standard,C,1219,610,49.81
Standard,C,1372,610,51.48
Standard,C,1524,610,53.14
Standard,C,1676,610,56.46
Standard,C,1829,610,59.78
Standard,C,1981,610,69.74
Standard,C,2134,610,79.72
Standard,C,2438,610,89.67
Standard,C,2913,610,102.93
Standard,C,3048,610,116.25
Standard,C,3300,610,132.86
Standard,C,3500,610,149.47
Standard,C,610,762,46.5
Standard,C,762,762,48.17
Standard,C,914,762,49.81
Standard,C,1067,762,51.48
Standard,C,1219,762,53.14
Standard,C,1372,762,54.77
Standard,C,1524,762,56.46
Standard,C,1676,762,59.78
Standard,C,1829,762,63.09
Standard,C,1981,762,73.08
Standard,C,2134,762,83.05
Standard,C,2438,762,92.97
Standard,C,2913,762,106.28
Standard,C,3048,762,119.57
Standard,C,3300,762,136.16
Standard,C,3500,762,152.78
Standard,C,610,914,49.81
Standard,C,762,914,51.48
Standard,C,914,914,53.14
Standard,C,1067,914,54.77
Standard,C,1219,914,56.46
Standard,C,1372,914,58.15
Standard,C,1524,914,59.78
Standard,C,1676,914,63.09
Standard,C,1829,914,66.42
Standard,C,1981,914,76.41
Standard,C,2134,914,86.33
Standard,C,2438,914,96.32
Standard,C,2913,914,109.6
Standard,C,3048,914,122.86
Standard,C,3300,914,139.49
Standard,C,3500,914,156.11
Standard,C,610,1067,53.14
Standard,C,762,1067,54.77
Standard,C,914,1067,56.46
Standard,C,1067,1067,58.15
Standard,C,1219,1067,59.78
Standard,C,1372,1067,61.43
Standard,C,1524,1067,63.09
Standard,C,1676,1067,66.42
Standard,C,1829,1067,69.74
Standard,C,1981,1067,79.72
Standard,C,2134,1067,89.67
Standard,C,2438,1067,99.63
Standard,C,2913,1067,112.93
Standard,C,3048,1067,126.21
Standard,C,3300,1067,142.78
Standard,C,3500,1067,159.41
Standard,C,610,1219,56.46
Standard,C,762,1219,58.15
Standard,C,914,1219,59.78
Standard,C,1067,1219,61.43
Standard,C,1219,1219,63.09
Standard,C,1372,1219,64.76
Standard,C,1524,1219,66.42
Standard,C,1676,1219,69.74
Standard,C,1829,1219,73.08
Standard,C,1981,1219,83.05
Standard,C,2134,1219,92.97
Standard,C,2438,1219,102.93
Standard,C,2913,1219,116.25
Standard,C,3048,1219,129.53
Standard,C,3300,1219,146.13
Standard,C,3500,1219,162.73
Standard,C,610,1524,63.09
Standard,C,762,1524,64.76
Standard,C,914,1524,66.42
Standard,C,1067,1524,68.09
Standard,C,1219,1524,69.74
Standard,C,1372,1524,71.42
Standard,C,1524,1524,73.08
Standard,C,1676,1524,76.41
Standard,C,1829,1524,79.72
Standard,C,1981,1524,89.67
Standard,C,2134,1524,99.63
Standard,C,2438,1524,109.6
Standard,C,2913,1524,122.86
Standard,C,3048,1524,136.16
Standard,C,3300,1524,152.78
Standard,C,3500,1524,169.37
Standard,C,610,1829,71.42
Standard,C,762,1829,73.08
Standard,C,914,1829,74.73
Standard,C,1067,1829,76.41
Standard,C,1219,1829,78.06
Standard,C,1372,1829,79.72
Standard,C,1524,1829,81.37
Standard,C,1676,1829,84.7
Standard,C,1829,1829,88.01
Standard,C,1981,1829,109.6
Standard,C,2134,1829,119.57
Standard,C,2438,1829,134.51
Standard,C,2913,1829,147.8
Standard,C,3048,1829,161.08
Standard,C,3300,1829,177.69
Standard,C,3500,1829,194.31
Standard,C,610,2134,81.37
Standard,C,762,2134,83.05
Standard,C,914,2134,84.7
Standard,C,1067,2134,86.33
Standard,C,1219,2134,88.01
Standard,C,1372,2134,89.67
Standard,C,1524,2134,91.34
Standard,C,1676,2134,94.66
Standard,C,1829,2134,97.98
Standard,C,1981,2134,119.57
Standard,C,2134,2134,129.53
Standard,C,2438,2134,144.49
Standard,C,2913,2134,157.77
Standard,C,3048,2134,171.03
Standard,C,3300,2134,185.75
Standard,C,3500,2134,202.38
