system,band,width_mm,drop_mm,price
Standard Cord Freehang,A,250,2400,143.0
Standard Cord Freehang,A,400,2400,155.0
Standard Cord Freehang,A,550,2400,167.0
Standard Cord Freehang,A,700,2400,182.0
Standard Cord Freehang,A,850,2400,195.0
Standard Cord Freehang,A,1000,2400,211.0
Standard Cord Freehang,A,250,2600,147.0
Standard Cord Freehang,A,400,2600,160.0
Standard Cord Freehang,A,550,2600,177.0
Standard Cord Freehang,A,700,2600,190.0
Standard Cord Freehang,A,850,2600,206.0
Standard Cord Freehang,A,250,2800,151.0
Standard Cord Freehang,A,400,2800,167.0
Standard Cord Freehang,A,550,2800,184.0
Standard Cord Freehang,A,700,2800,201.0
Standard Cord Freehang,A,850,2800,218.0
Standard Cord Freehang,A,250,3000,156.0
Standard Cord Freehang,A,400,3000,177.0
Standard Cord Freehang,A,550,3000,194.0
Standard Cord Freehang,A,700,3000,211.0
Standard Cord Freehang,B,250,200,92.0
Standard Cord Freehang,B,400,200,94.0
Standard Cord Freehang,B,550,200,97.0
Standard Cord Freehang,B,700,200,101.0
Standard Cord Freehang,B,850,200,102.0
Standard Cord Freehang,B,1000,200,110.0
Standard Cord Freehang,B,1150,200,113.0
Standard Cord Freehang,B,1300,200,118.0
Standard Cord Freehang,B,1450,200,123.0
Standard Cord Freehang,B,1600,200,130.0
Standard Cord Freehang,B,250,400,94.0
Standard Cord Freehang,B,400,400,99.0
Standard Cord Freehang,B,550,400,102.0
Standard Cord Freehang,B,700,400,107.0
Standard Cord Freehang,B,850,400,110.0
Standard Cord Freehang,B,1000,400,117.0
Standard Cord Freehang,B,1150,400,121.0
Standard Cord Freehang,B,1300,400,129.0
Standard Cord Freehang,B,1450,400,135.0
Standard Cord Freehang,B,1600,400,146.0
Standard Cord Freehang,B,250,600,97.0
Standard Cord Freehang,B,400,600,102.0
Standard Cord Freehang,B,550,600,107.0
Standard Cord Freehang,B,700,600,112.0
Standard Cord Freehang,B,850,600,117.0
Standard Cord Freehang,B,1000,600,123.0
Standard Cord Freehang,B,1150,600,130.0
Standard Cord Freehang,B,1300,600,143.0
Standard Cord Freehang,B,1450,600,148.0
Standard Cord Freehang,B,1600,600,156.0
Standard Cord Freehang,B,250,800,101.0
Standard Cord Freehang,B,400,800,109.0
Standard Cord Freehang,B,550,800,112.0
Standard Cord Freehang,B,700,800,118.0
Standard Cord Freehang,B,850,800,123.0
Standard Cord Freehang,B,1000,800,132.0
Standard Cord Freehang,B,1150,800,144.0
Standard Cord Freehang,B,1300,800,151.0
Standard Cord Freehang,B,1450,800,160.0
Standard Cord Freehang,B,1600,800,173.0
Standard Cord Freehang,B,250,1000,104.0
Standard Cord Freehang,B,400,1000,112.0
Standard Cord Freehang,B,550,1000,118.0
Standard Cord Freehang,B,700,1000,123.0
Standard Cord Freehang,B,850,1000,130.0
Standard Cord Freehang,B,1000,1000,143.0
Standard Cord Freehang,B,1150,1000,150.0
Standard Cord Freehang,B,1300,1000,156.0
Standard Cord Freehang,B,1450,1000,165.0
Standard Cord Freehang,B,1600,1000,177.0
Standard Cord Freehang,B,250,1200,112.0
